2026-03-28T03:20:25.467631+0530 | INFO | ============================================================
2026-03-28T04:15:55.003804+0530 | INFO | GET /api/recruiter/candidates → 200
2026-03-28T04:15:59.567092+0530 | INFO | Question 1 generated for Software Engineer
2026-03-28T04:15:59.578156+0530 | INFO | Session cf21a52c-16c6-4c12-aad7-38e988ef9893 started — Role: Software Engineer
2026-03-28T04:15:59.580532+0530 | INFO | POST /api/session/start → 200
2026-03-28T04:16:10.030293+0530 | INFO | Sentence-BERT model loaded
2026-03-28T04:16:10.618114+0530 | INFO | Ideal answer generated for: Design a high-performance caching layer using Pyth...
2026-03-28T04:16:11.100286+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:16:11.100837+0530 | INFO | Scored answer: final=9.12 semantic=0.83 claude=0.85
2026-03-28T04:16:11.441794+0530 | INFO | Follow-up generated with score 9.1
2026-03-28T04:16:11.452451+0530 | INFO | Answer scored 9.1 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q2
2026-03-28T04:16:11.455297+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:16:16.684269+0530 | INFO | Ideal answer generated for: How would you handle cache consistency and prevent...
2026-03-28T04:16:17.094660+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:16:17.095352+0530 | INFO | Scored answer: final=9.08 semantic=0.82 claude=0.85
2026-03-28T04:16:17.707976+0530 | INFO | Question 3 generated for Software Engineer
2026-03-28T04:16:17.716952+0530 | INFO | Answer scored 9.1 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q3
2026-03-28T04:16:17.718211+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:16:23.339949+0530 | INFO | Ideal answer generated for: Design a high-performance data pipeline using Pyth...
2026-03-28T04:16:23.749656+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:16:23.750251+0530 | INFO | Scored answer: final=8.98 semantic=0.78 claude=0.85
2026-03-28T04:16:24.159304+0530 | INFO | Follow-up generated with score 9.0
2026-03-28T04:16:24.169409+0530 | INFO | Answer scored 9.0 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q4
2026-03-28T04:16:24.170430+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:16:29.996484+0530 | INFO | Ideal answer generated for: How would you optimize the performance of the pand...
2026-03-28T04:16:30.405233+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:16:30.405829+0530 | INFO | Scored answer: final=9.23 semantic=0.87 claude=0.85
2026-03-28T04:16:30.917348+0530 | INFO | Question 5 generated for Software Engineer
2026-03-28T04:16:30.923594+0530 | INFO | Answer scored 9.2 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q5
2026-03-28T04:16:30.924378+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:16:36.484556+0530 | INFO | Ideal answer generated for: Design a high-performance data pipeline using Pyth...
2026-03-28T04:16:37.060905+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:16:37.061240+0530 | INFO | Scored answer: final=9.07 semantic=0.82 claude=0.85
2026-03-28T04:16:37.676232+0530 | INFO | Follow-up generated with score 9.1
2026-03-28T04:16:37.683285+0530 | INFO | Answer scored 9.1 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q6
2026-03-28T04:16:37.684184+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:16:43.924329+0530 | INFO | Ideal answer generated for: How would you handle potential performance bottlen...
2026-03-28T04:16:44.536097+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:16:44.536540+0530 | INFO | Scored answer: final=8.29 semantic=0.62 claude=0.85
2026-03-28T04:16:44.945678+0530 | INFO | Question 7 generated for Software Engineer
2026-03-28T04:16:44.952494+0530 | INFO | Answer scored 8.3 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q7
2026-03-28T04:16:44.952972+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:16:48.922293+0530 | INFO | GET /api/session/cf21a52c-16c6-4c12-aad7-38e988ef9893 → 200
2026-03-28T04:16:56.415065+0530 | INFO | Ideal answer generated for: Design a high-performance data pipeline using Pyth...
2026-03-28T04:16:56.823873+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:16:56.824432+0530 | INFO | Scored answer: final=8.22 semantic=0.60 claude=0.85
2026-03-28T04:16:57.131196+0530 | INFO | Follow-up generated with score 8.2
2026-03-28T04:16:57.139896+0530 | INFO | Answer scored 8.2 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q8
2026-03-28T04:16:57.141246+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:17:02.456356+0530 | INFO | Ideal answer generated for: How would you handle potential errors and inconsis...
2026-03-28T04:17:02.810515+0530 | INFO | Answer evaluated: score=8.5
2026-03-28T04:17:02.811145+0530 | INFO | Scored answer: final=8.08 semantic=0.55 claude=0.85
2026-03-28T04:17:02.819801+0530 | INFO | Answer scored 8.1 — session cf21a52c-16c6-4c12-aad7-38e988ef9893 Q8
2026-03-28T04:17:02.820543+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:17:06.024437+0530 | INFO | Report generated for session cf21a52c-16c6-4c12-aad7-38e988ef9893
2026-03-28T04:17:06.025281+0530 | INFO | GET /api/report/cf21a52c-16c6-4c12-aad7-38e988ef9893 → 200
2026-03-28T04:17:52.968744+0530 | INFO | OPTIONS /api/session/start → 200
2026-03-28T04:17:53.656483+0530 | INFO | Question 1 generated for Software Developer
2026-03-28T04:17:53.667178+0530 | INFO | Session b91e304c-62f5-4e94-82d6-c889c10b3d35 started — Role: Software Developer
2026-03-28T04:17:53.668250+0530 | INFO | POST /api/session/start → 200
2026-03-28T04:18:21.062523+0530 | INFO | OPTIONS /api/session/answer → 200
2026-03-28T04:18:21.816350+0530 | INFO | Ideal answer generated for: Describe a scenario where you would use a Python g...
2026-03-28T04:18:22.111729+0530 | INFO | Answer evaluated: score=0
2026-03-28T04:18:22.112455+0530 | INFO | Scored answer: final=4.42 semantic=-0.03 claude=0.00
2026-03-28T04:18:22.535079+0530 | INFO | Follow-up generated with score 4.4
2026-03-28T04:18:22.542722+0530 | INFO | Answer scored 4.4 — session b91e304c-62f5-4e94-82d6-c889c10b3d35 Q2
2026-03-28T04:18:22.544038+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:27:53.658757+0530 | INFO | ============================================================
2026-03-28T04:27:53.659671+0530 | INFO | NeuralHire OS API v2.0 — ONLINE
2026-03-28T04:27:53.659947+0530 | INFO | ARIA is ready to conduct interviews
2026-03-28T04:27:53.660142+0530 | INFO | Swagger: http://localhost:8000/docs
2026-03-28T04:27:53.660321+0530 | INFO | ============================================================
2026-03-28T04:30:18.955041+0530 | INFO | ============================================================
2026-03-28T04:30:18.955771+0530 | INFO | NeuralHire OS API v2.0 — ONLINE
2026-03-28T04:30:18.956000+0530 | INFO | ARIA is ready to conduct interviews
2026-03-28T04:30:18.956264+0530 | INFO | Swagger: http://localhost:8000/docs
2026-03-28T04:30:18.956337+0530 | INFO | ============================================================
2026-03-28T04:30:19.874184+0530 | INFO | GET /api/health → 200
2026-03-28T04:32:26.265140+0530 | INFO | POST /api/gesture → 422
2026-03-28T04:32:33.702403+0530 | INFO | Gesture: Z (0.17)
2026-03-28T04:32:33.702568+0530 | INFO | Gesture: Z conf=0.17
2026-03-28T04:32:33.702767+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:36:55.126636+0530 | INFO | ============================================================
2026-03-28T04:36:55.127309+0530 | INFO | NeuralHire OS API v2.0 — ONLINE
2026-03-28T04:36:55.127671+0530 | INFO | ARIA is ready to conduct interviews
2026-03-28T04:36:55.127975+0530 | INFO | Swagger: http://localhost:8000/docs
2026-03-28T04:36:55.128596+0530 | INFO | ============================================================
2026-03-28T04:37:30.404710+0530 | INFO | OPTIONS /api/session/start → 200
2026-03-28T04:37:31.382774+0530 | INFO | Question 1 generated for Frontend Engineer
2026-03-28T04:37:31.398002+0530 | INFO | Session df32091a-1c13-4164-85d9-e6d90ed348bf started — Role: Frontend Engineer
2026-03-28T04:37:31.399767+0530 | INFO | POST /api/session/start → 200
2026-03-28T04:37:55.293149+0530 | INFO | OPTIONS /api/transcribe → 200
2026-03-28T04:37:55.302878+0530 | ERROR | ElevenLabs transcription failed: 'ElevenLabs' object has no attribute 'audio'
2026-03-28T04:37:55.303608+0530 | INFO | POST /api/transcribe → 200
2026-03-28T04:37:55.309250+0530 | INFO | OPTIONS /api/session/answer → 200
2026-03-28T04:37:59.726428+0530 | INFO | Sentence-BERT model loaded
2026-03-28T04:38:00.370917+0530 | INFO | Ideal answer generated for: Describe a scenario where you're consuming a REST ...
2026-03-28T04:38:00.796148+0530 | INFO | Answer evaluated: score=0
2026-03-28T04:38:00.796883+0530 | INFO | Scored answer: final=4.48 semantic=-0.01 claude=0.00
2026-03-28T04:38:01.135619+0530 | INFO | Follow-up generated with score 4.5
2026-03-28T04:38:01.146251+0530 | INFO | Answer scored 4.5 — session df32091a-1c13-4164-85d9-e6d90ed348bf Q2
2026-03-28T04:38:01.148293+0530 | INFO | POST /api/session/answer → 200
2026-03-28T04:38:12.801005+0530 | INFO | OPTIONS /api/gesture → 200
2026-03-28T04:38:12.871913+0530 | INFO | Gesture: N (0.22)
2026-03-28T04:38:12.872318+0530 | INFO | Gesture: N conf=0.22
2026-03-28T04:38:12.872775+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:13.087950+0530 | INFO | Gesture: Z (0.22)
2026-03-28T04:38:13.088321+0530 | INFO | Gesture: Z conf=0.22
2026-03-28T04:38:13.088955+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:13.594161+0530 | INFO | Gesture: Z (0.20)
2026-03-28T04:38:13.594570+0530 | INFO | Gesture: Z conf=0.20
2026-03-28T04:38:13.595022+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:14.120893+0530 | INFO | Gesture: Z (0.19)
2026-03-28T04:38:14.121373+0530 | INFO | Gesture: Z conf=0.19
2026-03-28T04:38:14.121827+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:14.622343+0530 | INFO | Gesture: Z (0.18)
2026-03-28T04:38:14.622739+0530 | INFO | Gesture: Z conf=0.18
2026-03-28T04:38:14.623179+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:15.137473+0530 | INFO | Gesture: N (0.15)
2026-03-28T04:38:15.137895+0530 | INFO | Gesture: N conf=0.15
2026-03-28T04:38:15.138444+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:15.636162+0530 | INFO | Gesture: N (0.18)
2026-03-28T04:38:15.636553+0530 | INFO | Gesture: N conf=0.18
2026-03-28T04:38:15.637009+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:16.148739+0530 | INFO | Gesture: N (0.18)
2026-03-28T04:38:16.149290+0530 | INFO | Gesture: N conf=0.18
2026-03-28T04:38:16.149747+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:16.650438+0530 | INFO | Gesture: N (0.18)
2026-03-28T04:38:16.650838+0530 | INFO | Gesture: N conf=0.18
2026-03-28T04:38:16.651261+0530 | INFO | POST /api/gesture → 200
2026-03-28T04:38:17.160818+0530 | INFO | Gesture: N (0.19)
2026-03-28T04:38:17.161382+0530 | INFO | Gesture: N conf=0.19
